	Unnamed: 0	Ratsmitglied	Zutrittsberechtigte	Funktion	Partei	Kanton	page	document	Partei DE	Fraktion	Sektor	Organisation	Score
233	754	Schneider-Schneiter Elisabeth, CVP/BL	Saladin Franz	Handelskammer beider Basel	CVP	BL	23.0	Register der Zutrittberechtigten 2016-01-21 N.pdf	CVP	CVP-Fraktion	Wirtschaft allgemein	Handelskammer beider Basel	100
234	760	Seiler Graf Priska, SP/ZH	Fust Michael	WWF Schweiz	SP	ZH	23.0	Register der Zutrittberechtigten 2016-01-21 N.pdf	SP	Sozialdemokratische Fraktion	Umwelt & Natur	WWF Schweiz	100
235	762	Semadeni Silva, SP/GR	Dietler Christof	Agrarallianz	SP	GR	23.0	Register der Zutrittberechtigten 2016-01-21 N.pdf	SP	Sozialdemokratische Fraktion	Landwirtschaft allgemein	Agrarallianz	100
236	763	Semadeni Silva, SP/GR	Ulber Marcus	Pro Natura	SP	GR	23.0	Register der Zutrittberechtigten 2016-01-21 N.pdf	SP	Sozialdemokratische Fraktion	Umwelt & Natur	Pro Natura Solothurn	90
237	766	Sommaruga Carlo, PSS/GE	Egger Michel	Alliance Sud	PSS	GE	23.0	Register der Zutrittberechtigten 2016-01-21 N.pdf	SP	Sozialdemokratische Fraktion	Hilfswerke international	Alliance Sud	100
238	768	Stahl Jürg, SVP/ZH	Grichting Thomas Johannes	Groupe Mutuel	SVP	ZH	24.0	Register der Zutrittberechtigten 2016-01-21 N.pdf	SVP	Fraktion der Schweizerischen Volkspartei	Krankenkassen	Groupe Mutuel Services SA	90
239	769	Stahl Jürg, SVP/ZH	Miescher Alex	Schweizerischer Fussballverband	SVP	ZH	24.0	Register der Zutrittberechtigten 2016-01-21 N.pdf	SVP	Fraktion der Schweizerischen Volkspartei	Breitensport	Schweizerischer Fussballverband	100
240	771	Stamm Luzi, SVP/AG	Buholzer René	Credit Suisse	SVP	AG	24.0	Register der Zutrittberechtigten 2016-01-21 N.pdf	SVP	Fraktion der Schweizerischen Volkspartei	Banken	Credit Suisse AG	95
241	777	Streiff-Feller Marianne, EVP/BE	Saxenhofer Peter	INSOS Schweiz	EVP	BE	24.0	Register der Zutrittberechtigten 2016-01-21 N.pdf	CVP	CVP-Fraktion	Behinderung	INSOS Schweiz	100
242	788	Vogler Karl, csp-ow/OW	Stückelberger Ueli	Verband öffentlicher Verkehr, Seilbahnen Schweiz	csp	OW	25.0	Register der Zutrittberechtigten 2016-01-21 N.pdf	CVP	CVP-Fraktion	Öffentlicher Verkehr	Seilbahnen Schweiz	90
243	789	Vogler Karl, csp-ow/OW	Steiner Adrian	Verband Schweizerischer Kantonalbanken	csp	OW	25.0	Register der Zutrittberechtigten 2016-01-21 N.pdf	CVP	CVP-Fraktion	Banken	Verband Schweizerischer Kantonalbanken	100
244	793	von Siebenthal Erich, SVP/BE	Flückiger Stefan	Berner Waldbesitzer	SVP	BE	25.0	Register der Zutrittberechtigten 2016-01-21 N.pdf	SVP	Fraktion der Schweizerischen Volkspartei	Holz- und Waldwirtschaft	Berner Waldbesitzer	100
245	798	Walti Beat, FDP-Liberale/ZH	Vogt Valentin	Schweizerischer Arbeitgeberverband	FDP	ZH	25.0	Register der Zutrittberechtigten 2016-01-21 N.pdf	FDP	FDP-Liberale Fraktion	KMU/Gewerbe/Arbeitgeber	Schweizerischer Arbeitgeberverband	100
246	805	Weibel Thomas, glp/ZH	Eisenhut Antonia Katharina	aqua viva	glp	ZH	26.0	Register der Zutrittberechtigten 2016-01-21 N.pdf	glp	Grünliberale Fraktion	Wasser	Aqua Viva	100
247	806	Weibel Thomas, glp/ZH	Beglinger Nick	Wirtschaftsverband swisscleantech	glp	ZH	26.0	Register der Zutrittberechtigten 2016-01-21 N.pdf	glp	Grünliberale Fraktion	Cleantech	swisscleantech	90
248	807	Wermuth Cédric, SP/AG	Herrmann Manuel	Alpeninitiative	SP	AG	26.0	Register der Zutrittberechtigten 2016-01-21 N.pdf	SP	Sozialdemokratische Fraktion	Umwelt & Natur	Alpen-Initiative	97
249	809	Wobmann Walter, SVP/SO	Burgener Andreas	auto-schweiz	SVP	SO	26.0	Register der Zutrittberechtigten 2016-01-21 N.pdf	SVP	Fraktion der Schweizerischen Volkspartei	Individualverkehr	auto-schweiz Vereinigung Schweizer Automobil-Importeuere	90
250	810	Wobmann Walter, SVP/SO	Launaz François	auto-schweiz	SVP	SO	26.0	Register der Zutrittberechtigten 2016-01-21 N.pdf	SVP	Fraktion der Schweizerischen Volkspartei	Individualverkehr	auto-schweiz Vereinigung Schweizer Automobil-Importeuere	90
251	817	Aebi Andreas, SVP/BE	Schneider Donat	aaremilch AG	SVP	BE	2.0	2019-10-17 zutrittsberechtigte-nr.pdf	SVP	Fraktion der Schweizerischen Volkspartei	Milchwirtschaft	aaremilch AG	100
252	818	Aebi Andreas, SVP/BE	Wyss Andreas	Berner Bauernverband	SVP	BE	2.0	2019-10-17 zutrittsberechtigte-nr.pdf	SVP	Fraktion der Schweizerischen Volkspartei	Landwirtschaft allgemein	Berner Bauern Verband	98
253	819	Aebischer Matthias, SP/BE	Bütikofer Etienne	Bildungsorganisation savoirsuisse	SP	BE	2.0	2019-10-17 zutrittsberechtigte-nr.pdf	SP	Sozialdemokratische Fraktion	Bildung/Wissenschaft	savoirsuisse	90
254	823	Amaudruz Céline, UDC/GE	Eperon Patrick	Centre patronal	UDC	GE	2.0	2019-10-17 zutrittsberechtigte-nr.pdf	SVP	Fraktion der Schweizerischen Volkspartei	KMU/Gewerbe/Arbeitgeber	Centre Patronal	100
255	824	Amaudruz Céline, UDC/GE	Trunz Manuel	UBS AG	UDC	GE	2.0	2019-10-17 zutrittsberechtigte-nr.pdf	SVP	Fraktion der Schweizerischen Volkspartei	Banken	UBS AG	100
256	827	Amstutz Adrian, SVP/BE	Jaussi Reto	ASTAG Schweizerischer Nutzfahrzeugverband	SVP	BE	2.0	2019-10-17 zutrittsberechtigte-nr.pdf	SVP	Fraktion der Schweizerischen Volkspartei	Logistik/Transport	Astag, Schweizerischer Nutzfahrzeugverband	99
257	839	Bauer Philippe, PLR/NE	Moret Alfred	Suissetec	PLR	NE	3.0	2019-10-17 zutrittsberechtigte-nr.pdf	FDP	FDP-Liberale Fraktion	Baunebengewerbe	Schweizerisch-Liechtensteinischer Gebäudetechnikverband (suissetec)	90
258	841	Bäumle Martin, glp/ZH	Zenhäusern Martin	Zenhäusern & Partner AG	glp	ZH	3.0	2019-10-17 zutrittsberechtigte-nr.pdf	glp	Grünliberale Fraktion	Consulting/PR	Zenhäusern & Partner AG Unternehmensberatung für Öffentlichkeitsarbeit	90
259	842	Bäumle Martin, glp/ZH	Ananiadis Jorgo	Piratenpartei	glp	ZH	3.0	2019-10-17 zutrittsberechtigte-nr.pdf	glp	Grünliberale Fraktion	Parteien	Piratenpartei Schweiz	90
260	847	Bertschy Kathrin, glp/BE	Trummer Christoph	Musikschaffende Schweiz	glp	BE	4.0	2019-10-17 zutrittsberechtigte-nr.pdf	glp	Grünliberale Fraktion	Musik	Verein Musikschaffende Schweiz	95
261	848	Bertschy Kathrin, glp/BE	Achermann Sophie	alliance F	glp	BE	4.0	2019-10-17 zutrittsberechtigte-nr.pdf	glp	Grünliberale Fraktion	Gleichstellung	alliance F – Bund Schweizerischer Frauenorganisationen	90
262	849	Bigler Hans-Ulrich, FDP-Liberale/ZH	Kläy Dieter	Schweizerischer Gewerbeverband sgv	FDP	ZH	4.0	2019-10-17 zutrittsberechtigte-nr.pdf	FDP	FDP-Liberale Fraktion	KMU/Gewerbe/Arbeitgeber	Schweizerischer Gewerbeverband	95
263	850	Bigler Hans-Ulrich, FDP-Liberale/ZH	Salzmann Bernhard	Schweizerischer Baumeisterverband	FDP	ZH	4.0	2019-10-17 zutrittsberechtigte-nr.pdf	FDP	FDP-Liberale Fraktion	Bauhauptgewerbe	Schweizerischer Baumeisterverband	100
264	851	Birrer-Heimo Prisca, SP/LU	Stalder Sara	Stiftung für Konsumentenschutz	SP	LU	4.0	2019-10-17 zutrittsberechtigte-nr.pdf	SP	Sozialdemokratische Fraktion	Konsumentenschutz	Stiftung für Konsumentenschutz (SKS)	95
265	857	Brand Heinz, SVP/GR	Nold Rebetez Verena	santésuisse	SVP	GR	4.0	2019-10-17 zutrittsberechtigte-nr.pdf	SVP	Fraktion der Schweizerischen Volkspartei	Krankenkassen	Santésuisse	100
266	861	Brélaz Daniel, PES/VD	Jakob Stefan	Ecopolitics	PES	VD	4.0	2019-10-17 zutrittsberechtigte-nr.pdf	GPS	Grüne Fraktion	Consulting/PR	Ecopolitics GmbH	95
267	870	Bühler Manfred, UDC/BE	Durst Marcel	Association Spitex privée Suisse (ASPS)	UDC	BE	5.0	2019-10-17 zutrittsberechtigte-nr.pdf	SVP	Fraktion der Schweizerischen Volkspartei	Spitex	Association Spitex privée Suisse ASPS	99
268	877	Campell Duri, BDP/GR	Bürki Franziska	Entwicklung Schweiz	BDP	GR	5.0	2019-10-17 zutrittsberechtigte-nr.pdf	BDP	BDP Fraktion	Bauhauptgewerbe	Entwicklung Schweiz	100
269	886	Chevalley Isabelle, pvl/VD	Frey Tim	Farner Consulting AG	pvl	VD	6.0	2019-10-17 zutrittsberechtigte-nr.pdf	glp	Grünliberale Fraktion	Consulting/PR	Farner Consulting AG	100
270	887	Chiesa Marco, UDC/TI	Denti Franco Eugenio	Ordine dei Medici del Canton Ticino	UDC	TI	6.0	2019-10-17 zutrittsberechtigte-nr.pdf	SVP	Fraktion der Schweizerischen Volkspartei	Arztmedizin	Ordine dei Medici del Canton Ticino	100
271	892	Crottaz Brigitte, PSS/VD	Zurich Simon	furrerhugi AG et Fédération suisse des patients	PSS	VD	6.0	2019-10-17 zutrittsberechtigte-nr.pdf	SP	Sozialdemokratische Fraktion	Consulting/PR	furrerhugi.ag	90
272	893	de Buman Dominique, PDC/FR	Gisi Barbara	Schweizer Tourismus-Verband	PDC	FR	6.0	2019-10-17 zutrittsberechtigte-nr.pdf	CVP	CVP-Fraktion	Tourismus/Gastronomie	Schweizer Tourismus-Verband	100
273	895	de Courten Thomas, SVP/BL	Gfeller Kurt	Schweizerischer Gewerbeverband	SVP	BL	7.0	2019-10-17 zutrittsberechtigte-nr.pdf	SVP	Fraktion der Schweizerischen Volkspartei	KMU/Gewerbe/Arbeitgeber	Schweizerischer Gewerbeverband	100
274	896	de Courten Thomas, SVP/BL	Müller Axel	Intergenerika	SVP	BL	7.0	2019-10-17 zutrittsberechtigte-nr.pdf	SVP	Fraktion der Schweizerischen Volkspartei	Pharma	Intergenerika	100
275	899	Derder Fathi, PLR/VD	Gaggini Cristina	Economiesuisse	PLR	VD	7.0	2019-10-17 zutrittsberechtigte-nr.pdf	FDP	FDP-Liberale Fraktion	Wirtschaft allgemein	economiesuisse	100
276	911	Eichenberger-Walther Corina, FDP-		Migros-Genossenschaftsbund	FDP	P-			FDP	FDP-Liberale Fraktion	Detailhandel	Migros-Genossenschafts-Bund	98
277	919	Fehlmann Rielle Laurence, PSS/GE	Savary Jean-Félix	GREA-Groupement Romand d'Etudes des Addictions	PSS	GE	8.0	2019-10-17 zutrittsberechtigte-nr.pdf	SP	Sozialdemokratische Fraktion	Gesundheit	Groupement Romand d'Etudes des Addictions GREA	95
278	922	Feri Yvonne, SP/AG	Bühlmann Regula	Schweizerischer Gewerkschaftsbund SGB	SP	AG	8.0	2019-10-17 zutrittsberechtigte-nr.pdf	SP	Sozialdemokratische Fraktion	Arbeitnehmerorganisationen	Schweizerischer Gewerkschaftsbund	95
279	926	Flach Beat, glp/AG	Kaeppeli Michel	Flach Consulting GmbH (u. persönlicher Mitarbeiter B.Flach)	glp	AG	8.0	2019-10-17 zutrittsberechtigte-nr.pdf	glp	Grünliberale Fraktion	Consulting/PR	Flach Consulting GmbH	90
280	929	Flückiger-Bäni Sylvia, SVP/AG	Starck Christoph	Lignum Holzwirtschaft Schweiz	SVP	AG	9.0	2019-10-17 zutrittsberechtigte-nr.pdf	SVP	Fraktion der Schweizerischen Volkspartei	Holz- und Waldwirtschaft	Lignum Holzwirtschaft Schweiz	100
281	930	Fluri Kurt, FDP-Liberale/SO	Schmid Michael	Verband der Schweizerischen Gasindustrie	FDP	SO	9.0	2019-10-17 zutrittsberechtigte-nr.pdf	FDP	FDP-Liberale Fraktion	Uhrenindustrie	Verband der Schweizerischen Uhrenindustrie	90
282	931	Fluri Kurt, FDP-Liberale/SO	Schneeberger Paul	Schweizerischer Städteverband	FDP	SO	9.0	2019-10-17 zutrittsberechtigte-nr.pdf	FDP	FDP-Liberale Fraktion	Städte	Schweizerischer Städteverband	100
283	934	Frei Daniel, glp/ZH	Melone Daniela	Elternbildung CH	glp	ZH	9.0	2019-10-17 zutrittsberechtigte-nr.pdf	glp	Grünliberale Fraktion	Gemeinwohl/Gesellschaft	Elternbildung CH	100
284	937	Fridez Pierre-Alain, PSS/JU	Konrad Christelle	Réflexion Santé Suisse	PSS	JU	9.0	2019-10-17 zutrittsberechtigte-nr.pdf	SP	Sozialdemokratische Fraktion	Gesundheit	Réflexion Santé Suisse	100
285	938	Friedl Claudia, SP/SG	Schmassmann Eva	Alliance sud	SP	SG	9.0	2019-10-17 zutrittsberechtigte-nr.pdf	SP	Sozialdemokratische Fraktion	Hilfswerke international	Alliance Sud	100
286	939	Friedl Claudia, SP/SG	Wittwer Jürg	Hausverein Schweiz	SP	SG	9.0	2019-10-17 zutrittsberechtigte-nr.pdf	SP	Sozialdemokratische Fraktion	Immobilien/Hauseigentümer	Hausverein Ostschweiz	92
287	941	Geissbühler Andrea Martina, SVP/BE	Bundi Ryser Johanna	Verband Schweizerischer Polizei-Beamter	SVP	BE	9.0	2019-10-17 zutrittsberechtigte-nr.pdf	SVP	Fraktion der Schweizerischen Volkspartei	Polizei	Verband Schweizerischer Polizeibeamter	99
288	944	Giezendanner Ulrich, SVP/AG	Kirchhofer André	ASTAG	SVP	AG	10.0	2019-10-17 zutrittsberechtigte-nr.pdf	SVP	Fraktion der Schweizerischen Volkspartei	Logistik/Transport	Astag, Sektion Nordwestschweiz	90
289	946	Girod Bastien, GPS/ZH	Hofstetter Patrick	WWF Schweiz	GPS	ZH	10.0	2019-10-17 zutrittsberechtigte-nr.pdf	GPS	Grüne Fraktion	Umwelt & Natur	WWF Schweiz	100
290	948	Glanzmann-Hunkeler Ida, CVP/LU	Graf Guido	Regierungsrat des Kantons Luzern	CVP	LU	10.0	2019-10-17 zutrittsberechtigte-nr.pdf	CVP	CVP-Fraktion	Kantone/Regionen	Regierungsrat des Kantons Luzern	100
291	952	Glättli Balthasar, GPS/ZH	Staudenmann Jürg	Alliance Sud	GPS	ZH	10.0	2019-10-17 zutrittsberechtigte-nr.pdf	GPS	Grüne Fraktion	Hilfswerke international	Alliance Sud	100
292	956	Gmür Alois, CVP/SZ	Platzer Casimir	GastroSuisse	CVP	SZ	10.0	2019-10-17 zutrittsberechtigte-nr.pdf	CVP	CVP-Fraktion	Tourismus/Gastronomie	Gastrosuisse	100
293	957	Gmür Alois, CVP/SZ	Kreber Marcel	Schweizer Brauerei-Verband	CVP	SZ	10.0	2019-10-17 zutrittsberechtigte-nr.pdf	CVP	CVP-Fraktion	Weinbau, Bier und Spirituosen	Schweizer Brauerei-Verband	100
294	958	Gmür-Schönenberger Andrea, CVP/LU	Bühler Adrian	Communicators	CVP	LU	10.0	2019-10-17 zutrittsberechtigte-nr.pdf	CVP	CVP-Fraktion	Consulting/PR	Communicators AG	95
295	962	Gössi Petra, FDP-Liberale/SZ	Davatz-Höchner Christine	Schweizerischer Gewerbeverband sgv	FDP	SZ	11.0	2019-10-17 zutrittsberechtigte-nr.pdf	FDP	FDP-Liberale Fraktion	KMU/Gewerbe/Arbeitgeber	Schweizerischer Gewerbeverband	95
296	964	Graf Maya, GPS/BL	Bossard Martin	Bio Suisse	GPS	BL	11.0	2019-10-17 zutrittsberechtigte-nr.pdf	GPS	Grüne Fraktion	Ökologie	Bio Suisse, Vereinigung Schweizer Biolandbau-Organisationen	90
297	965	Graf Maya, GPS/BL	Goethe Christina	Brot für alle	GPS	BL	11.0	2019-10-17 zutrittsberechtigte-nr.pdf	GPS	Grüne Fraktion	Hilfswerke international	Stiftung Brot für alle	90
298	966	Graf-Litscher Edith, SP/TG	Graf Harry	ewz	SP	TG	11.0	2019-10-17 zutrittsberechtigte-nr.pdf	SP	Sozialdemokratische Fraktion	Energieversorger	ewz	100
299	967	Graf-Litscher Edith, SP/TG	Stüdeli Walter	Köhler, Stüdeli & Partner GmbH	SP	TG	11.0	2019-10-17 zutrittsberechtigte-nr.pdf	SP	Sozialdemokratische Fraktion	Consulting/PR	Köhler, Stüdeli & Partner GmbH	100
300	970	Grossen Jürg, glp/BE	Frank Michael	Verband Schweizerischer Elektrizitätsunternehmen (VSE)	glp	BE	11.0	2019-10-17 zutrittsberechtigte-nr.pdf	glp	Grünliberale Fraktion	Energieversorger	Verband Schweizerischer Elektrizitätsunternehmen (VSE)	100
301	971	Grossen Jürg, glp/BE	Kopp Laura	Verband Schweizerischer Elektro-Installationsfirmen (VSEI)	glp	BE	11.0	2019-10-17 zutrittsberechtigte-nr.pdf	glp	Grünliberale Fraktion	Baunebengewerbe	Verband Schweizerischer Elektro-Installationsfirmen	95
302	972	Grunder Hans, BDP/BE	Köpe Christian	Galenica AG	BDP	BE	11.0	2019-10-17 zutrittsberechtigte-nr.pdf	BDP	BDP Fraktion	Pharma	Galenica AG	100
303	978	Gugger Niklaus-Samuel, EVP/ZH	Müller Werner	BirdLife Schweiz	EVP	ZH	12.0	2019-10-17 zutrittsberechtigte-nr.pdf	CVP	CVP-Fraktion	Umwelt & Natur	Schweizer Vogelschutz SVS/BirdLife Schweiz	90
304	980	Guhl Bernhard, BDP/AG	Kilchenmann Stefan	Swisscom AG	BDP	AG	12.0	2019-10-17 zutrittsberechtigte-nr.pdf	BDP	BDP Fraktion	Dienstleister Kommunikation	Swisscom AG	100
305	981	Guhl Bernhard, BDP/AG	Hofmann Max	Verband Schweizerischer Polizeibeamter	BDP	AG	12.0	2019-10-17 zutrittsberechtigte-nr.pdf	BDP	BDP Fraktion	Polizei	Verband Schweizerischer Polizeibeamter	100
306	985	Gysi Barbara, SP/SG	Wicki Janine	Personalverband des Bundes	SP	SG	12.0	2019-10-17 zutrittsberechtigte-nr.pdf	SP	Sozialdemokratische Fraktion	Arbeitnehmerorganisationen	Personalverband des Bundes	100
307	989	Hadorn Philipp, SP/SO	Lehmann Daniela	Gewerkschaft des Verkehrspersonals	SP	SO	12.0	2019-10-17 zutrittsberechtigte-nr.pdf	SP	Sozialdemokratische Fraktion	Arbeitnehmerorganisationen	Gewerkschaft des Verkehrspersonals SEV	95
308	990	Hardegger Thomas, SP/ZH	Ziltener Erika	Dachverbband Schweizerischer Patientenstellen	SP	ZH	12.0	2019-10-17 zutrittsberechtigte-nr.pdf	SP	Sozialdemokratische Fraktion	Patienten	Dachverband Schweizerischer Patientenstellen	99
309	992	Hausammann Markus, SVP/TG	Novak Martina	swisscleantech	SVP	TG	13.0	2019-10-17 zutrittsberechtigte-nr.pdf	SVP	Fraktion der Schweizerischen Volkspartei	Cleantech	swisscleantech	100
310	996	Heim Bea, SP/SO	Flügel Martin	Caritas Schweiz	SP	SO	13.0	2019-10-17 zutrittsberechtigte-nr.pdf	SP	Sozialdemokratische Fraktion	Hilfswerke	Caritas Schweiz	100
311	999	Herzog Verena, SVP/TG	Martin Urs	Privatkliniken Schweiz / Hirslanden AG	SVP	TG	13.0	2019-10-17 zutrittsberechtigte-nr.pdf	SVP	Fraktion der Schweizerischen Volkspartei	Spitäler	Privatkliniken Schweiz	90
312	1002	Hess Lorenz, BDP/BE	Beutler Nicole	furrerhugi.ag	BDP	BE	13.0	2019-10-17 zutrittsberechtigte-nr.pdf	BDP	BDP Fraktion	Consulting/PR	furrerhugi.ag	100
313	1003	Hess Lorenz, BDP/BE	Nünlist Stefan	Swisscom AG	BDP	BE	13.0	2019-10-17 zutrittsberechtigte-nr.pdf	BDP	BDP Fraktion	Dienstleister Kommunikation	Swisscom AG	100
314	1011	Imark Christian, SVP/SO	Borner Daniel	Gastro Suisse	SVP	SO	14.0	2019-10-17 zutrittsberechtigte-nr.pdf	SVP	Fraktion der Schweizerischen Volkspartei	Tourismus/Gastronomie	Gastrosuisse	96
315	1012	Jans Beat, SP/BS	Wiener Daniel	ecos AG	SP	BS	14.0	2019-10-17 zutrittsberechtigte-nr.pdf	SP	Sozialdemokratische Fraktion	Consulting/PR	Ecos AG	100
316	1013	Jans Beat, SP/BS	Epprecht Nils	Schweizerische Energie-Stiftung	SP	BS	14.0	2019-10-17 zutrittsberechtigte-nr.pdf	SP	Sozialdemokratische Fraktion	Alternativenergie	Schweizerische Energie-Stiftung	100
317	1017	Kälin Irène, GPS/AG	Läubli Hans	SuisseCulture	GPS	AG	14.0	2019-10-17 zutrittsberechtigte-nr.pdf	GPS	Grüne Fraktion	Kulturförderung	Suisseculture	100
318	1023	Kiener Nellen Margret, SP/BE	Heim Dore	Schweizerischer Gewerkschaftsbund	SP	BE	14.0	2019-10-17 zutrittsberechtigte-nr.pdf	SP	Sozialdemokratische Fraktion	Arbeitnehmerorganisationen	Schweizerischer Gewerkschaftsbund	100
319	1029	Kutter Philipp, CVP/ZH	Dürr Lucius	Pro Familia Schweiz	CVP	ZH	15.0	2019-10-17 zutrittsberechtigte-nr.pdf	CVP	CVP-Fraktion	Gemeinwohl/Gesellschaft	Pro Familia Schweiz	100
320	1032	Landolt Martin, BDP/GL	Weibel Alena	Axpo Holding AG	BDP	GL	15.0	2019-10-17 zutrittsberechtigte-nr.pdf	BDP	BDP Fraktion	Energieversorger	Axpo Holding AG	100
321	1037	Maire Jacques-André, PSS/NE	Fischer Gabriel	Travail.Suisse	PSS	NE	15.0	2019-10-17 zutrittsberechtigte-nr.pdf	SP	Sozialdemokratische Fraktion	Arbeitnehmerorganisationen	Travail.Suisse	100
